industry_code,industry_name,indicator_id,indicator_name,unit,1981,1986,1991,1996,2001,2006,2011,2016,2021,change_2016_to_2021_pct
J,"Publishing, Audio-Visual and Information",7,Gross value added of enterprises,million NTD,29355.0,59465.0,110656.0,209103.0,324093.0,329898.0,407853.0,461135.0,551687.0,19.64
J,"Publishing, Audio-Visual and Information",8,Net assets in actual use (year-end),million NTD,164608.0,250417.0,394983.0,733531.0,1602589.0,1671838.0,1726795.0,2171485.0,2611519.0,20.26
J,"Publishing, Audio-Visual and Information",9,Net fixed assets in actual use (year-end),million NTD,39612.0,162124.0,289749.0,533769.0,1028714.0,842672.0,796194.0,932885.0,1055269.0,13.12
J,"Publishing, Audio-Visual and Information",10(1),Average number of employees per enterprise,persons,24.5,15.0,24.7,20.2,18.8,15.1,14.6,13.7,12.2,-10.96
J,"Publishing, Audio-Visual and Information",10(2),Average assets in actual use per enterprise,thousand NTD,66374.0,52797.0,104993.0,116267.0,184184.0,140443.0,131166.0,132166.0,113053.0,-14.46
J,"Publishing, Audio-Visual and Information",11,Labour equipment ratio,thousand NTD,2709.0,3524.0,4257.0,5760.0,9782.0,9323.0,9010.0,9615.0,9237.0,-3.93
J,"Publishing, Audio-Visual and Information",12,Labour productivity,thousand NTD,483.0,837.0,1193.0,1642.0,1978.0,1840.0,2128.0,2042.0,1951.0,-4.46
J,"Publishing, Audio-Visual and Information",13(1),Gross value added per NTD of assets in actual use,NTD,0.18,0.24,0.28,0.29,0.2,0.2,0.24,0.21,0.21,-0.52
J,"Publishing, Audio-Visual and Information",13(2),Gross value added per NTD of fixed assets in actual use,NTD,0.74,0.37,0.38,0.39,0.32,0.39,0.51,0.49,0.52,5.76
J,"Publishing, Audio-Visual and Information",14,Labour compensation as % of total expenditures,%,27.2,29.82,29.01,32.62,21.56,19.43,20.35,20.15,26.12,5.97
J,"Publishing, Audio-Visual and Information",15(1),Value-added ratio,%,67.48,71.76,64.19,63.02,48.19,46.3,47.75,46.64,49.81,3.17
J,"Publishing, Audio-Visual and Information",15(2),Profit ratio,%,16.03,25.89,16.58,17.58,12.42,10.0,16.22,12.02,12.49,0.47
J,"Publishing, Audio-Visual and Information",15(3),Asset turnover ratio,%,26.74,33.65,45.66,46.17,43.3,45.07,50.75,48.93,44.03,-4.9
L,Real Estate,1,Number of enterprises (year-end),establishments,1952.0,1373.0,3874.0,11785.0,8701.0,15675.0,20076.0,28087.0,39635.0,41.12
L,Real Estate,2,Number of employees (year-end),persons,19701.0,14903.0,46588.0,91404.0,63035.0,83932.0,102246.0,120293.0,153846.0,27.89
L,Real Estate,3,Average annual labour compensation per employed worker,NTD,122938.0,190316.0,286526.0,502676.0,515133.0,557656.0,620300.0,602736.0,768380.0,27.48
L,Real Estate,4,Total annual receipts of enterprises,million NTD,15647.0,15260.0,77593.0,209200.0,146204.0,610151.0,821459.0,999815.0,1441762.0,44.2
L,Real Estate,5,Total annual expenditures of enterprises,million NTD,12879.0,11190.0,58430.0,176198.0,138705.0,533216.0,668148.0,880773.0,1183300.0,34.35
L,Real Estate,6,Total annual output of enterprises,million NTD,13515.0,14104.0,73704.0,196702.0,114375.0,238664.0,410049.0,504884.0,747969.0,48.15
L,Real Estate,7,Gross value added of enterprises,million NTD,7588.0,9444.0,43625.0,113201.0,60565.0,140160.0,259823.0,258760.0,434339.0,67.85
L,Real Estate,8,Net assets in actual use (year-end),million NTD,80059.0,88213.0,617721.0,2308407.0,2172838.0,2218856.0,3237673.0,5317604.0,7480540.0,40.68
L,Real Estate,9,Net fixed assets in actual use (year-end),million NTD,29860.0,29147.0,198383.0,528360.0,628908.0,804497.0,1292878.0,2335201.0,2660207.0,13.92
L,Real Estate,10(1),Average number of employees per enterprise,persons,10.1,10.9,12.0,7.8,7.2,5.4,5.1,4.3,3.9,-9.37
L,Real Estate,10(2),Average assets in actual use per enterprise,thousand NTD,41014.0,64248.0,159453.0,195877.0,249723.0,141554.0,161271.0,189326.0,188736.0,-0.31
L,Real Estate,11,Labour equipment ratio,thousand NTD,4064.0,5919.0,13259.0,25255.0,34470.0,26436.0,31666.0,44205.0,48624.0,10.0
L,Real Estate,12,Labour productivity,thousand NTD,385.0,634.0,936.0,1238.0,961.0,1670.0,2541.0,2151.0,2823.0,31.24
L,Real Estate,13(1),Gross value added per NTD of assets in actual use,NTD,0.09,0.11,0.07,0.05,0.03,0.06,0.08,0.05,0.06,19.32
L,Real Estate,13(2),Gross value added per NTD of fixed assets in actual use,NTD,0.25,0.32,0.22,0.21,0.1,0.17,0.2,0.11,0.16,47.34
L,Real Estate,14,Labour compensation as % of total expenditures,%,18.81,25.34,22.85,26.08,23.04,8.69,9.3,8.01,9.1,1.09
L,Real Estate,15(1),Value-added ratio,%,56.15,66.96,59.19,57.55,52.95,58.73,63.36,51.25,58.07,6.82
L,Real Estate,15(2),Profit ratio,%,17.69,26.68,24.7,15.78,5.13,12.61,18.66,11.91,17.93,6.02
L,Real Estate,15(3),Asset turnover ratio,%,18.26,16.41,11.99,8.62,5.87,26.41,24.31,18.0,18.29,0.29
M,"Professional, Scientific and Technical Services",1,Number of enterprises (year-end),establishments,11950.0,16332.0,14323.0,27532.0,28723.0,40779.0,47591.0,53949.0,66710.0,23.65
M,"Professional, Scientific and Technical Services",2,Number of employees (year-end),persons,56311.0,74254.0,97256.0,158492.0,143695.0,179581.0,213295.0,286464.0,338941.0,18.32
M,"Professional, Scientific and Technical Services",3,Average annual labour compensation per employed worker,NTD,121994.0,161779.0,327000.0,487695.0,605909.0,663863.0,676889.0,762204.0,829564.0,8.84
M,"Professional, Scientific and Technical Services",4,Total annual receipts of enterprises,million NTD,18837.0,32368.0,89810.0,208289.0,291336.0,380214.0,510512.0,686230.0,818876.0,19.33
M,"Professional, Scientific and Technical Services",5,Total annual expenditures of enterprises,million NTD,15891.0,28348.0,79430.0,187626.0,260664.0,329436.0,444879.0,614174.0,735155.0,19.7
M,"Professional, Scientific and Technical Services",6,Total annual output of enterprises,million NTD,17947.0,31178.0,85919.0,201473.0,280820.0,368263.0,504246.0,662738.0,809598.0,22.16
M,"Professional, Scientific and Technical Services",7,Gross value added of enterprises,million NTD,11042.0,18190.0,47358.0,114065.0,129086.0,176241.0,231547.0,315677.0,402031.0,27.36
M,"Professional, Scientific and Technical Services",8,Net assets in actual use (year-end),million NTD,30162.0,48083.0,149788.0,346998.0,424705.0,552372.0,635686.0,1278394.0,1500651.0,17.39
M,"Professional, Scientific and Technical Services",9,Net fixed assets in actual use (year-end),million NTD,22058.0,30567.0,106074.0,232422.0,241655.0,328164.0,386637.0,704232.0,800922.0,13.73
M,"Professional, Scientific and Technical Services",10(1),Average number of employees per enterprise,persons,4.7,4.5,6.8,5.8,5.0,4.4,4.5,5.3,5.1,-4.31
M,"Professional, Scientific and Technical Services",10(2),Average assets in actual use per enterprise,thousand NTD,2524.0,2944.0,10458.0,12603.0,14786.0,13546.0,13357.0,23696.0,22495.0,-5.07
M,"Professional, Scientific and Technical Services",11,Labour equipment ratio,thousand NTD,536.0,648.0,1540.0,2189.0,2956.0,3076.0,2980.0,4463.0,4427.0,-0.81
M,"Professional, Scientific and Technical Services",12,Labour productivity,thousand NTD,196.0,245.0,487.0,720.0,898.0,981.0,1086.0,1102.0,1186.0,7.62
M,"Professional, Scientific and Technical Services",13(1),Gross value added per NTD of assets in actual use,NTD,0.37,0.38,0.32,0.33,0.3,0.32,0.36,0.25,0.27,8.49
M,"Professional, Scientific and Technical Services",13(2),Gross value added per NTD of fixed assets in actual use,NTD,0.5,0.6,0.45,0.49,0.53,0.54,0.6,0.45,0.5,11.98
M,"Professional, Scientific and Technical Services",14,Labour compensation as % of total expenditures,%,43.23,42.38,40.04,41.2,29.9,33.29,29.96,32.61,34.19,1.58
M,"Professional, Scientific and Technical Services",15(1),Value-added ratio,%,61.53,58.34,55.12,56.62,45.97,47.86,45.92,47.63,49.66,2.03
M,"Professional, Scientific and Technical Services",15(2),Profit ratio,%,15.64,12.42,11.56,9.92,10.53,13.36,12.86,10.5,10.22,-0.28
M,"Professional, Scientific and Technical Services",15(3),Asset turnover ratio,%,61.78,66.3,58.7,58.94,67.26,67.7,79.0,50.56,52.62,2.06
N,Support Services,1,Number of enterprises (year-end),establishments,5501.0,7431.0,14387.0,15100.0,17402.0,20730.0,21821.0,24744.0,29631.0,19.75
N,Support Services,2,Number of employees (year-end),persons,26792.0,32160.0,79684.0,104591.0,130357.0,261560.0,352997.0,398669.0,462034.0,15.89
N,Support Services,3,Average annual labour compensation per employed worker,NTD,109313.0,147939.0,225661.0,361855.0,439931.0,391372.0,395599.0,442421.0,471785.0,6.64
N,Support Services,4,Total annual receipts of enterprises,million NTD,14093.0,18369.0,44276.0,90452.0,151992.0,236932.0,311119.0,445786.0,489411.0,9.79
N,Support Services,5,Total annual expenditures of enterprises,million NTD,12598.0,16451.0,38535.0,81170.0,135950.0,208330.0,278805.0,406120.0,453355.0,11.63
N,Support Services,6,Total annual output of enterprises,million NTD,12849.0,16809.0,42512.0,86715.0,142923.0,216170.0,295759.0,412005.0,462136.0,12.17
N,Support Services,7,Gross value added of enterprises,million NTD,9262.0,10498.0,28024.0,56626.0,82888.0,141910.0,192057.0,259399.0,293507.0,13.15
N,Support Services,8,Net assets in actual use (year-end),million NTD,24680.0,40344.0,113965.0,210194.0,261990.0,404973.0,482394.0,678157.0,820157.0,20.94
N,Support Services,9,Net fixed assets in actual use (year-end),million NTD,16499.0,22260.0,88994.0,149544.0,169130.0,261703.0,321840.0,428931.0,504903.0,17.71
N,Support Services,10(1),Average number of employees per enterprise,persons,4.9,4.3,5.5,6.9,7.5,12.6,16.2,16.1,15.6,-3.22
N,Support Services,10(2),Average assets in actual use per enterprise,thousand NTD,4486.0,5429.0,7921.0,13920.0,15055.0,19536.0,22107.0,27407.0,27679.0,0.99
N,Support Services,11,Labour equipment ratio,thousand NTD,921.0,1254.0,1430.0,2010.0,2010.0,1548.0,1367.0,1701.0,1775.0,4.35
N,Support Services,12,Labour productivity,thousand NTD,346.0,326.0,352.0,541.0,636.0,543.0,544.0,651.0,635.0,-2.46
N,Support Services,13(1),Gross value added per NTD of assets in actual use,NTD,0.38,0.26,0.25,0.27,0.32,0.35,0.4,0.38,0.36,-6.44
N,Support Services,13(2),Gross value added per NTD of fixed assets in actual use,NTD,0.56,0.47,0.31,0.38,0.49,0.54,0.6,0.6,0.58,-3.88
N,Support Services,14,Labour compensation as % of total expenditures,%,23.25,28.92,46.66,46.63,37.83,47.77,48.97,42.27,46.65,4.38
N,Support Services,15(1),Value-added ratio,%,72.08,62.45,65.92,65.3,57.99,65.65,64.94,62.96,63.51,0.55
N,Support Services,15(2),Profit ratio,%,10.61,10.44,12.97,10.26,10.56,12.07,10.39,8.9,7.37,-1.53
N,Support Services,15(3),Asset turnover ratio,%,54.58,43.55,38.16,42.2,56.39,56.8,63.14,64.51,57.72,-6.79
K,Finance and Insurance,1,Number of enterprises (year-end),establishments,1538.0,1681.0,3184.0,4508.0,6483.0,9955.0,13801.0,20353.0,33313.0,63.68
K,Finance and Insurance,2,Number of employees (year-end),persons,108239.0,156390.0,249734.0,326528.0,370555.0,376646.0,380119.0,397027.0,423765.0,6.73
K,Finance and Insurance,3,Average annual labour compensation per employed worker,NTD,261233.0,335845.0,547019.0,735801.0,894082.0,991113.0,1058715.0,1168310.0,1424607.0,21.94
K,Finance and Insurance,4,Total annual receipts of enterprises,million NTD,368193.0,557317.0,1617355.0,2661343.0,3884875.0,5822444.0,6370032.0,8579016.0,10168188.0,18.52
K,Finance and Insurance,5,Total annual expenditures of enterprises,million NTD,309215.0,506117.0,1463275.0,2374780.0,3607990.0,5367978.0,5569533.0,7395628.0,7699241.0,4.11
K,Finance and Insurance,6,Total annual output of enterprises,million NTD,183147.0,268390.0,655306.0,1203201.0,1477491.0,1829431.0,2099498.0,2505572.0,3953004.0,57.77
K,Finance and Insurance,7,Gross value added of enterprises,million NTD,130346.0,138484.0,351892.0,632940.0,734111.0,1257109.0,1461939.0,1903541.0,3237218.0,70.06
K,Finance and Insurance,8,Net assets in actual use (year-end),million NTD,3324070.0,8661343.0,18012297.0,27617222.0,39414763.0,59409831.0,79785779.0,110206055.0,150703076.0,36.75
K,Finance and Insurance,9,Net fixed assets in actual use (year-end),million NTD,46211.0,134435.0,447360.0,812293.0,1101735.0,1255693.0,1436820.0,1861808.0,2529449.0,35.86
K,Finance and Insurance,10(1),Average number of employees per enterprise,persons,70.4,93.0,78.4,72.4,57.2,37.8,27.5,19.5,12.7,-34.79
K,Finance and Insurance,10(2),Average assets in actual use per enterprise,thousand NTD,2161294.0,5152494.0,5657129.0,6126269.0,6079711.0,5967838.0,5781159.0,5414733.0,4523852.0,-16.45
K,Finance and Insurance,11,Labour equipment ratio,thousand NTD,30710.0,55383.0,72126.0,84578.0,106367.0,157734.0,209897.0,277578.0,355629.0,28.12
K,Finance and Insurance,12,Labour productivity,thousand NTD,1204.0,886.0,1409.0,1938.0,1981.0,3338.0,3846.0,4794.0,7639.0,59.35
K,Finance and Insurance,13(1),Gross value added per NTD of assets in actual use,NTD,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,24.38
K,Finance and Insurance,13(2),Gross value added per NTD of fixed assets in actual use,NTD,2.82,1.03,0.79,0.78,0.67,1.0,1.02,1.02,1.28,25.17
K,Finance and Insurance,14,Labour compensation as % of total expenditures,%,9.14,10.38,9.34,10.12,9.13,6.91,7.19,6.24,7.55,1.31
K,Finance and Insurance,15(1),Value-added ratio,%,71.17,51.6,53.7,52.6,49.69,68.72,69.63,75.97,81.89,5.92
K,Finance and Insurance,15(2),Profit ratio,%,16.02,9.19,9.53,10.77,7.13,7.81,12.57,13.79,24.28,10.49
K,Finance and Insurance,15(3),Asset turnover ratio,%,10.84,6.28,8.76,9.48,9.7,9.57,7.75,7.64,6.63,-1.01
P,Education,1,Number of enterprises (year-end),establishments,,,,,,17384.0,20695.0,23169.0,25753.0,11.15
P,Education,2,Number of employees (year-end),persons,,,,,,111186.0,124678.0,148977.0,172351.0,15.69
P,Education,3,Average annual labour compensation per employed worker,NTD,,,,,,353575.0,388977.0,435480.0,479420.0,10.09
P,Education,4,Total annual receipts of enterprises,million NTD,,,,,,78368.0,108918.0,138586.0,145218.0,4.79
P,Education,5,Total annual expenditures of enterprises,million NTD,,,,,,63969.0,92434.0,118766.0,131626.0,10.83
P,Education,6,Total annual output of enterprises,million NTD,,,,,,77848.0,106742.0,129693.0,129064.0,-0.49
P,Education,7,Gross value added of enterprises,million NTD,,,,,,57540.0,67970.0,84122.0,87788.0,4.36
P,Education,8,Net assets in actual use (year-end),million NTD,,,,,,360620.0,357589.0,441168.0,527599.0,19.59
P,Education,9,Net fixed assets in actual use (year-end),million NTD,,,,,,345103.0,340105.0,403091.0,466476.0,15.72
P,Education,10(1),Average number of employees per enterprise,persons,,,,,,6.4,6.0,6.4,6.7,4.08
P,Education,10(2),Average assets in actual use per enterprise,thousand NTD,,,,,,20744.0,17279.0,19041.0,20487.0,7.59
P,Education,11,Labour equipment ratio,thousand NTD,,,,,,3243.0,2868.0,2961.0,3061.0,3.38
P,Education,12,Labour productivity,thousand NTD,,,,,,518.0,545.0,565.0,509.0,-9.91
P,Education,13(1),Gross value added per NTD of assets in actual use,NTD,,,,,,0.16,0.19,0.19,0.17,-12.74
P,Education,13(2),Gross value added per NTD of fixed assets in actual use,NTD,,,,,,0.17,0.2,0.21,0.19,-9.82
P,Education,14,Labour compensation as % of total expenditures,%,,,,,,54.67,46.87,49.56,56.43,6.87
P,Education,15(1),Value-added ratio,%,,,,,,73.91,63.68,64.86,68.02,3.16
P,Education,15(2),Profit ratio,%,,,,,,18.37,15.13,14.3,9.36,-4.94
P,Education,15(3),Asset turnover ratio,%,,,,,,21.66,29.88,29.56,24.6,-4.96
Q,Health and Social Work,1,Number of enterprises (year-end),establishments,8421.0,12067.0,13651.0,17462.0,19712.0,24771.0,25998.0,28109.0,32556.0,15.82
Q,Health and Social Work,2,Number of employees (year-end),persons,52641.0,100389.0,131122.0,188001.0,220033.0,320403.0,363707.0,420937.0,526785.0,25.15
Q,Health and Social Work,3,Average annual labour compensation per employed worker,NTD,130137.0,231086.0,415286.0,646637.0,830960.0,785599.0,813036.0,895190.0,889378.0,-0.65
Q,Health and Social Work,4,Total annual receipts of enterprises,million NTD,21274.0,59680.0,127719.0,291234.0,444648.0,595398.0,688443.0,842365.0,1078261.0,28.0
Q,Health and Social Work,5,Total annual expenditures of enterprises,million NTD,18231.0,53485.0,112339.0,263675.0,401610.0,526859.0,617170.0,750487.0,984675.0,31.2
Q,Health and Social Work,6,Total annual output of enterprises,million NTD,19683.0,56502.0,120628.0,280764.0,429047.0,524246.0,635806.0,798497.0,1018133.0,27.51
Q,Health and Social Work,7,Gross value added of enterprises,million NTD,11625.0,32941.0,78015.0,170538.0,239037.0,290261.0,353776.0,471733.0,565132.0,19.8
Q,Health and Social Work,8,Net assets in actual use (year-end),million NTD,54171.0,123136.0,285036.0,497631.0,705369.0,1065116.0,1300350.0,1618236.0,2135270.0,31.95
Q,Health and Social Work,9,Net fixed assets in actual use (year-end),million NTD,46813.0,99575.0,220340.0,364259.0,494097.0,664157.0,750111.0,902374.0,1168799.0,29.52
Q,Health and Social Work,10(1),Average number of employees per enterprise,persons,6.3,8.3,9.6,10.8,11.2,12.9,14.0,15.0,16.2,8.05
Q,Health and Social Work,10(2),Average assets in actual use per enterprise,thousand NTD,6433.0,10204.0,20880.0,28498.0,35784.0,42999.0,50017.0,57570.0,65588.0,13.93
Q,Health and Social Work,11,Labour equipment ratio,thousand NTD,1029.0,1226.0,2174.0,2647.0,3206.0,3324.0,3575.0,3844.0,4053.0,5.44
Q,Health and Social Work,12,Labour productivity,thousand NTD,221.0,328.0,595.0,907.0,1086.0,906.0,973.0,1121.0,1073.0,-4.28
Q,Health and Social Work,13(1),Gross value added per NTD of assets in actual use,NTD,0.21,0.27,0.27,0.34,0.34,0.27,0.27,0.29,0.26,-9.21
Q,Health and Social Work,13(2),Gross value added per NTD of fixed assets in actual use,NTD,0.25,0.33,0.35,0.47,0.48,0.44,0.47,0.52,0.48,-7.51
Q,Health and Social Work,14,Labour compensation as % of total expenditures,%,37.58,43.37,48.47,46.11,41.14,45.93,46.14,48.28,45.95,-2.33
Q,Health and Social Work,15(1),Value-added ratio,%,59.06,58.3,64.67,60.74,55.71,55.37,55.64,59.08,55.51,-3.57
Q,Health and Social Work,15(2),Profit ratio,%,14.3,10.38,12.04,9.46,9.68,11.51,10.35,10.91,8.68,-2.23
Q,Health and Social Work,15(3),Asset turnover ratio,%,37.91,46.64,42.77,56.76,61.31,51.35,48.26,48.81,47.11,-1.7
R,"Arts, Entertainment and Recreation",1,Number of enterprises (year-end),establishments,2195.0,2643.0,5643.0,5650.0,11333.0,17919.0,17061.0,19360.0,26603.0,37.41
R,"Arts, Entertainment and Recreation",2,Number of employees (year-end),persons,16645.0,16493.0,37501.0,57444.0,59438.0,68613.0,70548.0,82688.0,91370.0,10.5
R,"Arts, Entertainment and Recreation",3,Average annual labour compensation per employed worker,NTD,84672.0,124814.0,202921.0,328071.0,418009.0,436291.0,432452.0,473068.0,496961.0,5.05
R,"Arts, Entertainment and Recreation",4,Total annual receipts of enterprises,million NTD,3900.0,5201.0,23811.0,57066.0,73135.0,89733.0,97973.0,126105.0,128423.0,1.84
R,"Arts, Entertainment and Recreation",5,Total annual expenditures of enterprises,million NTD,3690.0,4722.0,19985.0,51929.0,59672.0,78784.0,83578.0,109035.0,123506.0,13.27
R,"Arts, Entertainment and Recreation",6,Total annual output of enterprises,million NTD,3569.0,4880.0,21397.0,50261.0,68262.0,83705.0,89482.0,114705.0,114051.0,-0.57
R,"Arts, Entertainment and Recreation",7,Gross value added of enterprises,million NTD,2598.0,3353.0,14916.0,34566.0,42527.0,47799.0,47507.0,60549.0,52601.0,-13.13
R,"Arts, Entertainment and Recreation",8,Net assets in actual use (year-end),million NTD,13317.0,23109.0,217310.0,280106.0,384529.0,439440.0,473279.0,606480.0,789387.0,30.16
R,"Arts, Entertainment and Recreation",9,Net fixed assets in actual use (year-end),million NTD,11772.0,19983.0,198131.0,245862.0,333917.0,392336.0,416143.0,518875.0,677100.0,30.49
R,"Arts, Entertainment and Recreation",10(1),Average number of employees per enterprise,persons,7.6,6.2,6.6,10.2,5.2,3.8,4.1,4.3,3.4,-19.59
R,"Arts, Entertainment and Recreation",10(2),Average assets in actual use per enterprise,thousand NTD,6067.0,8743.0,38510.0,49576.0,33930.0,24524.0,27740.0,31326.0,29673.0,-5.28
R,"Arts, Entertainment and Recreation",11,Labour equipment ratio,thousand NTD,800.0,1401.0,5795.0,4876.0,6469.0,6405.0,6709.0,7335.0,8639.0,17.78
R,"Arts, Entertainment and Recreation",12,Labour productivity,thousand NTD,156.0,203.0,398.0,602.0,715.0,697.0,673.0,732.0,576.0,-21.31
R,"Arts, Entertainment and Recreation",13(1),Gross value added per NTD of assets in actual use,NTD,0.2,0.15,0.07,0.12,0.11,0.11,0.1,0.1,0.07,-33.26
R,"Arts, Entertainment and Recreation",13(2),Gross value added per NTD of fixed assets in actual use,NTD,0.22,0.17,0.08,0.14,0.13,0.12,0.11,0.12,0.08,-33.42
R,"Arts, Entertainment and Recreation",14,Labour compensation as % of total expenditures,%,38.19,43.6,38.08,36.29,27.22,33.04,31.61,30.7,29.69,-1.01
R,"Arts, Entertainment and Recreation",15(1),Value-added ratio,%,72.79,68.71,69.71,68.77,62.3,57.1,53.09,52.79,46.12,-6.67
R,"Arts, Entertainment and Recreation",15(2),Profit ratio,%,5.38,9.21,16.07,9.0,18.41,12.2,14.69,13.54,3.83,-9.71
R,"Arts, Entertainment and Recreation",15(3),Asset turnover ratio,%,28.55,21.81,10.25,19.66,18.53,19.84,19.28,19.26,14.67,-4.59
S,Other Services,1,Number of enterprises (year-end),establishments,46304.0,51528.0,54807.0,57052.0,69348.0,81724.0,92697.0,104817.0,108538.0,3.55
S,Other Services,2,Number of employees (year-end),persons,116780.0,121699.0,139812.0,149996.0,147803.0,149053.0,160690.0,200041.0,194659.0,-2.69
S,Other Services,3,Average annual labour compensation per employed worker,NTD,79284.0,105101.0,200046.0,319146.0,416094.0,436811.0,426264.0,450211.0,451929.0,0.38
S,Other Services,4,Total annual receipts of enterprises,million NTD,25134.0,37306.0,84406.0,133140.0,174832.0,173909.0,206719.0,279083.0,241929.0,-13.31
S,Other Services,5,Total annual expenditures of enterprises,million NTD,21778.0,31981.0,71964.0,116444.0,127391.0,126657.0,153320.0,208644.0,188844.0,-9.49
S,Other Services,6,Total annual output of enterprises,million NTD,22539.0,33428.0,76948.0,124192.0,165591.0,165885.0,196848.0,267964.0,229725.0,-14.27
S,Other Services,7,Gross value added of enterprises,million NTD,14635.0,20710.0,46777.0,77087.0,93590.0,96155.0,110032.0,147532.0,117777.0,-20.17
S,Other Services,8,Net assets in actual use (year-end),million NTD,56651.0,59946.0,244366.0,353801.0,381404.0,461010.0,512676.0,740029.0,871958.0,17.83
S,Other Services,9,Net fixed assets in actual use (year-end),million NTD,51379.0,51598.0,225192.0,292180.0,302196.0,373107.0,437990.0,582211.0,659358.0,13.25
S,Other Services,10(1),Average number of employees per enterprise,persons,2.5,2.4,2.6,2.6,2.1,1.8,1.7,1.9,1.8,-6.03
S,Other Services,10(2),Average assets in actual use per enterprise,thousand NTD,1223.0,1163.0,4459.0,6201.0,5500.0,5641.0,5531.0,7060.0,8034.0,13.8
S,Other Services,11,Labour equipment ratio,thousand NTD,485.0,493.0,1748.0,2359.0,2580.0,3093.0,3190.0,3699.0,4479.0,21.09
S,Other Services,12,Labour productivity,thousand NTD,125.0,170.0,335.0,514.0,633.0,645.0,685.0,738.0,605.0,-18.02
S,Other Services,13(1),Gross value added per NTD of assets in actual use,NTD,0.26,0.35,0.19,0.22,0.25,0.21,0.21,0.2,0.14,-32.25
S,Other Services,13(2),Gross value added per NTD of fixed assets in actual use,NTD,0.28,0.4,0.21,0.26,0.31,0.26,0.25,0.25,0.18,-29.51
S,Other Services,14,Labour compensation as % of total expenditures,%,42.51,39.99,38.87,41.11,25.45,30.82,26.95,26.69,27.15,0.46
S,Other Services,15(1),Value-added ratio,%,64.93,61.95,60.79,62.07,56.52,57.96,55.9,55.06,51.27,-3.79
S,Other Services,15(2),Profit ratio,%,13.35,14.27,14.74,12.54,27.13,27.17,25.83,25.24,21.94,-3.3
S,Other Services,15(3),Asset turnover ratio,%,44.11,61.98,34.27,37.07,45.24,37.43,40.01,37.45,27.12,-10.33
